timestamp,user_id,group
1116547227,300647965935,1
1116547248,300647965937,2
1116547250,300647965938,2
1116547327,300647965942,1
1116547562,300647965950,2
1116547717,300647965957,3
1116547742,300647965958,3
1116547886,300647965965,1
1116547971,274878085976,3
1116548023,300647965972,1
1116548379,300647965983,1
1116548556,300647965989,1
1116548606,300647965992,2
1116548843,300647965999,3
1116548901,300647966002,1
1116548914,300647966004,2
1116548955,300647966005,3
1116549116,274878085980,2
1116549157,300647966011,3
1116549165,300647966012,3
1116549299,300647966013,1
1116549331,300647966015,2
1116549334,300647966016,2
1116549418,300647966021,2
1116549441,300647966022,2
1116549547,300647966027,2
1116549572,300647966028,2
1116549661,300647966032,1
1116549673,300647966033,2
1116549730,300647966034,2
1116549752,300647966035,3
1116549869,266287989849,1
1116549972,300647966043,1
1116550082,300647966045,2
1116550150,300647966048,3
1116550176,300647966049,1
1116550199,266287989850,1
1116550229,300647966050,1
1116550268,300647966052,2
1116550392,300647966057,2
1116550543,300647966065,3
1116550603,300647966068,1
1116550619,300647966069,2
1116550713,300647966074,1
1116550796,300647966077,3
1116550842,300647966080,1
1116550890,300647966082,2
1116550934,300647966084,3
1116550937,300647966085,1
1116550966,300647966086,1
1116550983,300647966087,2
1116550996,300647966088,2
1116551376,300647966104,1
1116551398,300647966106,2
1116551468,300647966108,3
1116551483,300647966109,1
1116551495,300647966110,1
1116551610,300647966113,3
1116551659,300647966117,2
1116551674,300647966118,2
1116551806,300647966119,3
1116551807,300647966120,3
1116551909,300647966125,3
1116551918,300647966126,3
1116552697,300647966153,2
1116552784,300647966155,3
1116553119,300647966168,3
1116553133,300647966171,2
1116553228,274878085994,3
1116553274,300647966175,1
1116553316,300647966176,1
1116553663,300647966185,3
1116553686,300647966186,3
1116553704,300647966188,1
1116553704,300647966187,1
1116553814,266287989854,3
1116553934,300647966201,2
1116554031,274878085998,2
1116554444,274878086002,1
1116554487,300647966215,3
1116554831,300647966226,2
1116554850,300647966227,3
1116555067,266287989859,3
1116555324,300647966241,1
1116555382,300647966243,2
1116555716,300647966257,3
1116555744,300647966259,1
1116555832,300647966261,2
1116555897,274878086007,1
1116556031,274878086010,2
1116556052,300647966265,1
1116556116,266287989862,1
1116556310,300647966277,1
1116556441,300647966279,2
1116556457,300647966280,2
1116556628,300647966287,3
1116556693,300647966290,1
1116556756,300647966293,3
1116556819,300647966297,2
1116556947,300647966303,2
1116557031,274878086017,3
1116557151,300647966307,1
1116557250,300647966312,3
1116557492,300647966326,1
1116557576,300647966329,3
1116557666,300647966333,2
1116557724,274878086023,3
1116557798,300647966339,2
1116557886,300647966344,1
1116557919,274878086025,1
1116557933,266287989865,3
1116558032,300647966349,1
1116558331,300647966358,2
1116559065,274878086034,2
1116559075,274878086035,3
1116559135,300647966371,3
1116559239,300647966376,2
1116559322,300647966378,3
1116559412,300647966379,1
1116559415,300647966380,1
1116559785,274878086038,1
1116559795,300647966394,2
1116560173,274878086042,3
1116560202,300647966406,2
1116560496,300647966409,1
1116560532,300647966410,1
1116560618,300647966415,1
1116560700,300647966417,2
1116560972,300647966423,2
1116561008,300647966424,2
1116561079,300647966425,3
1116561112,300647966426,3
1116561143,300647966428,1
1116561242,300647966430,2
1116561278,300647966432,3
1116561406,266287989871,3
1116561407,274878086048,3
1116561496,266287989872,3
1116561584,300647966436,2
1116561637,300647966439,1
1116561837,300647966447,2
1116562056,300647966451,1
1116562176,300647966456,3
1116562180,300647966457,1
1116562190,300647966458,1
1116562358,300647966464,1
1116562406,274878086055,1
1116562604,300647966467,3
1116562726,300647966470,1
1116562767,300647966472,2
1116563075,300647966479,3
1116563237,300647966483,2
1116563383,300647966487,1
1116563385,300647966488,1
1116563644,274878086067,1
1116563663,274878086068,1
1116563669,300647966499,1
1116563687,300647966501,2
1116563691,300647966502,2
1116563728,274878086070,2
1116563754,300647966504,3
1116564131,300647966513,2
1116564137,274878086074,1
1116564164,300647966514,2
1116564252,300647966515,3
1116564275,300647966517,1
1116564554,274878086078,3
1116564755,300647966537,2
1116564868,274878086084,3
1116564961,266287989876,2
1116565113,300647966544,2
1116565177,300647966546,3
1116565198,300647966547,1
1116565281,300647966549,2
1116565409,300647966550,2
1116565599,300647966551,3
1116565785,274878086095,3
1116565907,300647966560,1
1116565984,300647966563,3
1116566140,300647966567,2
1116566201,274878086102,3
1116566264,300647966570,3
1116566274,300647966571,1
1116566379,300647966574,2
1116566414,300647966575,3
1116566418,300647966576,3
1116566547,300647966582,3
1116566557,300647966583,1
1116566580,300647966584,1
1116566638,300647966586,2
1116566659,300647966587,3
1116566764,266287989880,1
1116566839,274878086113,3
1116566940,300647966595,1
1116567021,274878086115,1
1116567085,300647966601,1
1116567189,274878086121,1
1116567361,300647966613,1
1116567444,300647966614,1
1116567597,300647966619,1
1116567631,300647966621,2
1116567712,300647966623,3
1116567717,300647966624,3
1116567717,300647966625,1
1116567918,266287989887,2
1116567942,300647966631,1
1116567955,300647966633,2
1116567980,300647966634,2
1116568057,300647966636,3
1116568094,300647966637,1
1116568126,300647966638,1
1116568204,300647966643,1
1116568516,300647966649,1
1116568550,300647966651,2
1116568585,300647966653,3
1116568679,274878086137,3
1116568729,300647966659,3
1116568880,300647966662,1
1116568929,300647966664,2
1116568964,266287989890,3
1116569120,300647966670,2
1116569164,300647966674,1
1116569288,300647966681,2
1116569306,274878086143,3
1116569386,300647966684,3
1116569469,300647966687,2
1116569552,300647966693,2
1116569557,300647966694,2
1116569593,300647966697,1
1116569663,300647966698,1
1116569773,300647966703,1
1116569819,300647966705,2
1116569878,300647966708,3
1116569902,274878086150,3
1116569987,300647966714,3
1116569996,300647966715,1
1116570026,300647966717,2
1116570080,274878086157,1
1116570087,300647966719,3
1116570179,300647966722,1
1116570182,300647966723,2
1116570222,300647966725,3
1116570287,300647966726,3
1116570340,300647966728,1
1116570366,300647966731,3
1116570406,300647966734,1
1116570474,300647966738,3
1116570522,300647966739,1
1116570538,266287989895,3
1116570563,300647966741,2
1116570577,300647966742,2
1116570677,300647966750,3
1116570856,274878086169,1
1116570868,300647966759,2
1116570879,300647966760,2
1116570928,300647966766,2
1116570963,300647966768,3
1116570996,300647966769,1
1116571008,300647966770,1
1116571044,300647966774,3
1116571077,300647966775,1
1116571083,300647966776,1
1116571085,300647966777,2
1116571248,300647966783,2
1116571339,274878086180,3
1116571459,300647966792,3
1116571500,300647966798,3
1116571528,274878086182,1
1116571626,300647966800,1
1116571692,300647966803,3
1116571720,300647966806,1
1116571818,266287989900,2
1116571857,300647966811,1
1116571865,300647966812,1
1116571924,300647966813,2
1116572026,300647966817,1
1116572052,300647966820,2
1116572056,300647966822,3
1116572068,300647966824,1
1116572162,300647966828,3
1116572216,300647966833,3
1116572224,300647966835,1
1116572263,300647966837,2
1116572299,300647966838,2
1116572382,300647966844,2
1116572387,274878086199,1
1116572396,300647966845,3
1116572463,300647966848,1
1116572497,300647966853,1
1116572515,274878086203,3
1116572544,300647966855,2
1116572634,300647966859,1
1116572661,300647966861,2
1116572688,274878086207,2
1116572694,300647966863,3
1116572713,300647966864,3
1116572728,274878086210,3
1116572740,300647966866,1
1116572784,274878086211,1
1116572848,300647966867,2
1116572975,274878086213,2
1116573067,274878086215,3
1116573073,300647966878,1
1116573107,300647966884,1
1116573149,274878086220,2
1116573189,300647966888,3
1116573203,300647966889,1
1116573229,300647966892,2
1116573306,274878086227,3
1116573367,300647966900,3
1116573430,300647966903,2
1116573477,274878086232,2
1116573522,300647966911,3
1116573528,300647966912,3
1116573532,300647966913,1
1116573541,266287989904,1
1116573543,300647966914,1
1116573591,300647966915,2
1116573597,300647966916,2
1116573614,274878086234,3
1116573631,300647966921,2
1116573684,300647966927,2
1116573705,300647966928,2
1116573747,300647966929,3
1116573758,300647966930,3
1116573873,300647966937,1
1116573873,300647966936,3
1116573888,300647966939,2
1116573910,300647966941,3
1116573912,300647966942,3
1116574005,300647966947,3
1116574024,300647966950,1
1116574037,300647966952,2
1116574072,300647966956,1
1116574074,300647966957,2
1116574124,300647966959,3
1116574127,300647966960,3
1116574130,300647966961,1
1116574248,300647966967,1
1116574338,300647966973,1
1116574403,300647966976,2
1116574431,300647966978,3
1116574500,300647966983,3
1116574647,300647966991,1
1116574741,274878086257,3
1116574744,300647966998,1
1116574792,274878086258,3
1116574887,300647967005,2
1116574916,300647967007,3
1116574930,300647967008,3
1116574953,300647967009,1
1116575007,300647967010,1
1116575013,300647967011,2
1116575037,300647967015,1
1116575083,274878086263,3
1116575088,300647967017,2
1116575097,300647967018,2
1116575293,274878086266,1
1116575347,300647967030,2
1116575356,300647967032,3
1116575396,300647967036,2
1116575398,300647967038,3
1116575409,300647967039,1
1116575488,300647967043,3
1116575493,300647967044,3
1116575525,274878086273,2
1116575566,300647967047,2
1116575608,300647967049,3
1116575690,274878086278,1
1116575706,300647967054,2
1116575756,300647967059,2
1116575824,300647967064,1
1116575835,300647967066,2
1116575855,300647967068,3
1116575926,274878086284,1
1116575940,300647967076,1
1116576001,274878086287,3
1116576035,300647967080,3
1116576039,300647967081,1
1116576086,300647967083,2
1116576136,300647967087,1
1116576140,300647967088,1
1116576218,300647967095,2
1116576265,300647967098,3
1116576479,274878086298,2
1116576632,274878086300,3
1116576642,300647967117,1
1116576648,300647967118,1
1116576649,300647967119,2
1116576763,266287989909,1
1116576766,300647967128,3
1116576814,300647967130,1
1116576826,300647967132,2
1116576829,300647967133,3
1116576895,274878086307,1
1116576916,300647967142,1
1116576926,300647967143,2
1116576929,300647967144,2
1116577026,274878086312,3
1116577059,300647967154,1
1116577127,300647967159,1
1116577131,274878086316,2
1116577200,274878086319,1
1116577204,300647967163,3
1116577233,300647967165,1
1116577234,300647967166,1
1116577237,300647967167,2
1116577257,300647967170,3
1116577299,300647967173,2
1116577308,300647967174,2
1116577327,300647967176,3
1116577340,274878086323,3
1116577344,274878086324,3
1116577442,300647967183,1
1116577529,300647967186,2
1116577543,274878086327,2
1116577602,300647967194,3
1116577623,274878086331,1
1116577637,274878086332,1
1116577688,300647967197,2
1116577702,300647967199,3
1116577722,274878086336,3
